00:11:36:65 | I | Matching ok | SEQ : 20174710530, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
23:46:59:86 | I | Matching ok | SEQ : 20174722490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
23:47:06:79 | I | Matching ok | SEQ : 20174722480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
23:47:12:14 | I | Matching ok | SEQ : 20174722590, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
23:47:20:24 | I | Matching ok | SEQ : 20174722580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
23:47:26:12 | I | Matching ok | SEQ : 20174722570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
23:47:39:49 | I | Matching ok | SEQ : 20174722560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
23:47:41:58 | I | Matching ok | SEQ : 20174722550, PART : N/A, SCAN N/A, CELL [2,5]
23:47:48:14 | I | Matching ok | SEQ : 20174722540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
23:56:52:03 | I | Matching ok | SEQ : 20174722650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
23:57:07:18 | I | Matching ok | SEQ : 20174722640, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
23:57:09:22 | I | Matching ok | SEQ : 20174722630, PART : N/A, SCAN N/A, CELL [1,3]
23:57:36:18 | I | Matching ok | SEQ : 20174722620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
23:57:48:53 | I | Matching ok | SEQ : 20174722610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
23:58:00:73 | I | Matching ok | SEQ : 20174722600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
23:58:13:85 | I | Matching ok | SEQ : 20174722710, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
23:58:23:95 | I | Matching ok | SEQ : 20174722700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
23:58:36:83 | I | Matching ok | SEQ : 20174722690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
23:58:38:91 | I | Matching ok | SEQ : 20174722680, PART : N/A, SCAN N/A, CELL [2,4]
23:58:46:60 | I | Matching ok | SEQ : 20174722670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
23:58:48:66 | I | Matching ok | SEQ : 20174722660, PART : N/A, SCAN N/A, CELL [2,6]
23:58:50:92 | I | Matching ok | SEQ : 20174722770, PART : N/A, SCAN N/A, CELL [1,1]
